Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,654,Department_Research & Development,Distance_Gần,2,Life Sciences,1,Female,67,1,1,JobRole_Research Scientist,2,Single,Income_Thấp,Upto 5k,3872,7,Yes,13,3,4,0,10,4,3,Tenure_Gắn bó,7,3,7.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,890,Department_Research & Development,Distance_Gần,4,Medical,3,Male,46,3,1,JobRole_Research Scientist,3,Single,Income_Trung bình,Upto 5k,16374,6,No,17,3,4,0,5,3,2,Tenure_Mới,2,2,1.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,760,Department_Sales,Distance_Gần,4,Marketing,2,Female,81,3,2,JobRole_Sales Executive,2,Married,Income_Trung bình,Upto 5k,3698,1,Yes,20,4,1,0,8,2,3,Tenure_Lão làng,7,7,5.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1169,Department_Human Resources,Distance_Gần,2,Medical,2,Male,63,2,1,JobRole_Human Resources,4,Divorced,Income_Trung bình,Upto 5k,23965,1,No,13,3,4,1,6,6,3,Tenure_Gắn bó,1,0,4.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,821,Department_Sales,Distance_Gần,4,Medical,1,Male,98,3,2,JobRole_Sales Executive,4,Single,Income_Trung bình,Upto 5k,24252,1,No,14,3,2,0,4,3,3,Tenure_Gắn bó,2,0,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,995,Department_Research & Development,Distance_Gần,3,Medical,3,Female,77,3,1,JobRole_Research Scientist,3,Divorced,Income_Thấp,Upto 5k,9834,5,No,18,3,2,1,6,2,3,Tenure_Mới,2,2,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1144,Department_Sales,Distance_Gần,1,Medical,4,Male,74,3,1,JobRole_Sales Representative,2,Married,Income_Thấp,Upto 5k,23384,1,No,22,4,2,0,1,5,3,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Non-Travel,1366,Department_Research & Development,Distance_Xa,2,Technical Degree,2,Male,72,2,3,JobRole_Healthcare Representative,1,Single,Income_Cao,5k-10k,12355,1,No,12,3,1,0,10,2,2,Tenure_Lão làng,7,1,9.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,857,Department_Research & Development,Distance_Gần,3,Other,3,Female,59,3,2,JobRole_Research Scientist,3,Single,Income_Trung bình,Upto 5k,7909,3,No,13,3,4,0,10,4,4,Tenure_Lão làng,7,1,7.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,895,Department_Research & Development,Distance_Vừa,2,Life Sciences,1,Male,50,3,1,JobRole_Laboratory Technician,3,Divorced,Income_Thấp,Upto 5k,22482,1,No,16,3,4,1,4,5,2,Tenure_Gắn bó,2,2,2.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Frequently,1009,Department_Research & Development,Distance_Gần,3,Medical,1,Male,45,2,1,JobRole_Laboratory Technician,2,Divorced,Income_Thấp,Upto 5k,7160,1,No,15,3,1,2,1,2,3,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,950,Department_Research & Development,Distance_Gần,3,Medical,4,Female,93,3,3,JobRole_Manufacturing Director,2,Divorced,Income_Cao,5k-10k,8039,0,No,17,3,2,3,10,3,2,Tenure_Lão làng,7,1,7.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1451,Department_Research & Development,Distance_Gần,1,Life Sciences,1,Male,67,2,1,JobRole_Research Scientist,2,Married,Income_Thấp,Upto 5k,19911,0,No,17,3,1,0,6,2,1,Tenure_Gắn bó,3,0,4.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,773,Department_Research & Development,Distance_Gần,3,Life Sciences,3,Male,39,2,1,JobRole_Research Scientist,3,Divorced,Income_Thấp,Upto 5k,22088,1,Yes,14,3,4,1,3,2,3,Tenure_Mới,1,0,2.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,1485,Department_Research & Development,Distance_Vừa,1,Life Sciences,3,Female,79,3,1,JobRole_Laboratory Technician,4,Married,Income_Thấp,Upto 5k,22955,1,Yes,11,3,4,0,1,4,2,Tenure_Mới,1,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1179,Department_Research & Development,Distance_Vừa,4,Medical,4,Male,78,2,1,JobRole_Laboratory Technician,1,Married,Income_Thấp,Upto 5k,12449,1,No,12,3,3,3,6,2,3,Tenure_Gắn bó,5,3,3.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,791,Department_Research & Development,Distance_Gần,4,Medical,4,Male,44,3,1,JobRole_Laboratory Technician,3,Single,Income_Thấp,Upto 5k,6842,0,Yes,11,3,3,0,5,2,2,Tenure_Gắn bó,2,0,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,193,Department_Research & Development,Distance_Gần,3,Life Sciences,4,Male,52,2,1,JobRole_Laboratory Technician,4,Married,Income_Trung bình,Upto 5k,14222,1,Yes,12,3,2,1,2,2,3,Tenure_Mới,2,2,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,640,Department_Research & Development,Distance_Gần,3,Technical Degree,4,Male,84,3,1,JobRole_Research Scientist,1,Single,Income_Thấp,Upto 5k,4732,2,No,11,3,2,0,5,2,2,Tenure_Mới,2,1,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Non-Travel,1476,Department_Research & Development,Distance_Gần,3,Life Sciences,3,Female,55,1,2,JobRole_Laboratory Technician,4,Married,Income_Cao,5k-10k,16392,0,No,11,3,1,3,10,6,3,Tenure_Lão làng,8,7,5.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,736,Department_Sales,Distance_Xa,3,Life Sciences,3,Male,48,2,2,JobRole_Sales Executive,1,Married,Income_Trung bình,Upto 5k,24232,1,No,11,3,3,1,5,0,3,Tenure_Gắn bó,3,0,4.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,866,Department_Sales,Distance_Gần,3,Medical,4,Male,84,3,2,JobRole_Sales Executive,1,Single,Income_Cao,5k-10k,23490,0,No,18,3,4,0,6,4,3,Tenure_Gắn bó,4,1,3.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Frequently,1496,Department_Sales,Distance_Gần,3,Technical Degree,1,Male,92,3,1,JobRole_Sales Representative,3,Married,Income_Thấp,Upto 5k,15747,3,No,15,3,4,1,5,3,4,Tenure_Mới,2,1,2.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Frequently,289,Department_Research & Development,Distance_Gần,2,Medical,3,Male,38,2,1,JobRole_Laboratory Technician,1,Single,Income_Thấp,Upto 5k,5355,7,No,11,3,3,0,8,2,2,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1423,Department_Research & Development,Distance_Gần,3,Life Sciences,1,Male,72,2,1,JobRole_Research Scientist,3,Divorced,Income_Thấp,Upto 5k,12530,1,No,14,3,4,1,1,2,1,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,467,Department_Sales,Distance_Gần,3,Life Sciences,3,Male,55,3,2,JobRole_Sales Executive,1,Single,Income_Trung bình,Upto 5k,11827,0,No,14,3,4,0,5,5,3,Tenure_Gắn bó,2,1,3.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1083,Department_Research & Development,Distance_Xa,1,Life Sciences,3,Male,96,1,2,JobRole_Manufacturing Director,2,Married,Income_Cao,5k-10k,3173,1,No,14,3,2,2,8,2,2,Tenure_Lão làng,6,1,7.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,329,Department_Research & Development,Distance_Xa,3,Medical,3,Male,51,3,1,JobRole_Laboratory Technician,2,Married,Income_Thấp,Upto 5k,7324,1,Yes,17,3,3,3,1,3,3,Tenure_Mới,1,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,580,Department_Research & Development,Distance_Xa,3,Medical,2,Female,39,1,2,JobRole_Manufacturing Director,1,Divorced,Income_Trung bình,Upto 5k,20460,0,No,21,4,2,1,6,5,2,Tenure_Gắn bó,3,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1181,Department_Research & Development,Distance_Gần,3,Life Sciences,3,Male,82,3,1,JobRole_Research Scientist,4,Married,Income_Thấp,Upto 5k,5531,1,No,11,3,3,1,5,6,4,Tenure_Gắn bó,3,0,3.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1217,Department_Research & Development,Distance_Gần,3,Medical,3,Female,67,3,1,JobRole_Research Scientist,1,Married,Income_Thấp,Upto 5k,12719,1,No,25,4,3,1,3,3,3,Tenure_Mới,2,1,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Non-Travel,280,Department_Human Resources,Distance_Gần,2,Life Sciences,3,Male,43,3,1,JobRole_Human Resources,4,Divorced,Income_Thấp,Upto 5k,10494,1,No,15,3,2,1,3,2,3,Tenure_Mới,2,2,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1172,Department_Sales,Distance_Gần,3,Medical,2,Female,78,3,1,JobRole_Sales Representative,2,Married,Income_Thấp,Upto 5k,3692,1,No,19,3,4,1,1,3,3,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,783,Department_Sales,Distance_Gần,2,Life Sciences,3,Male,42,2,2,JobRole_Sales Executive,4,Married,Income_Cao,5k-10k,19255,1,Yes,12,3,3,1,7,2,3,Tenure_Gắn bó,7,0,7.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,1475,Department_Sales,Distance_Vừa,2,Marketing,4,Female,84,3,2,JobRole_Sales Executive,3,Single,Income_Cao,5k-10k,23352,3,Yes,11,3,4,0,6,0,3,Tenure_Mới,0,2,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Non-Travel,1103,Department_Research & Development,Distance_Vừa,3,Medical,3,Male,49,3,1,JobRole_Research Scientist,3,Single,Income_Thấp,Upto 5k,2122,1,No,14,3,3,0,5,3,2,Tenure_Gắn bó,3,1,4.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,1404,Department_Research & Development,Distance_Vừa,3,Technical Degree,3,Male,32,2,1,JobRole_Laboratory Technician,4,Divorced,Income_Thấp,Upto 5k,18779,5,No,12,3,1,1,6,2,2,Tenure_Gắn bó,1,0,3.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,153,Department_Research & Development,Distance_Vừa,2,Life Sciences,4,Female,49,2,2,JobRole_Laboratory Technician,3,Single,Income_Trung bình,Upto 5k,12682,0,Yes,12,3,4,0,10,3,3,Tenure_Lão làng,5,0,8.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1389,Department_Research & Development,Distance_Xa,4,Life Sciences,2,Female,51,4,3,JobRole_Manufacturing Director,1,Divorced,Income_Cao,5k-10k,10195,1,No,11,3,3,1,10,1,3,Tenure_Lão làng,9,8,8.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Non-Travel,1496,Department_Research & Development,Distance_Gần,1,Technical Degree,4,Male,41,3,2,JobRole_Manufacturing Director,3,Married,Income_Trung bình,Upto 5k,26283,1,No,13,3,1,1,10,1,3,Tenure_Lão làng,7,0,9.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,992,Department_Research & Development,Distance_Gần,3,Technical Degree,3,Male,85,3,1,JobRole_Research Scientist,3,Single,Income_Thấp,Upto 5k,19757,0,No,14,3,4,0,7,1,2,Tenure_Gắn bó,2,1,5.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,1413,Department_Sales,Distance_Gần,1,Medical,2,Female,42,3,3,JobRole_Sales Executive,4,Married,Income_Cao,5k-10k,6599,1,No,14,3,4,1,11,5,3,Tenure_Lão làng,10,4,1.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,896,Department_Research & Development,Distance_Vừa,1,Medical,3,Male,86,2,1,JobRole_Research Scientist,4,Single,Income_Thấp,Upto 5k,14961,1,Yes,13,3,3,0,4,3,2,Tenure_Gắn bó,3,0,1.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1210,Department_Sales,Distance_Gần,3,Medical,1,Male,78,2,2,JobRole_Sales Executive,2,Married,Income_Cao,5k-10k,3687,2,No,19,3,2,2,10,2,3,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,442,Department_Sales,Distance_Gần,2,Life Sciences,2,Male,44,3,2,JobRole_Sales Executive,4,Single,Income_Trung bình,Upto 5k,20260,1,No,18,3,1,0,10,3,2,Tenure_Lão làng,7,0,9.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,318,Department_Research & Development,Distance_Gần,4,Other,2,Male,77,1,1,JobRole_Laboratory Technician,1,Married,Income_Thấp,Upto 5k,4759,1,Yes,11,3,4,0,7,4,2,Tenure_Gắn bó,7,0,7.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,738,Department_Research & Development,Distance_Gần,5,Other,2,Male,30,2,1,JobRole_Laboratory Technician,4,Single,Income_Trung bình,Upto 5k,7621,0,No,17,3,3,0,4,2,3,Tenure_Mới,2,2,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,144,Department_Sales,Distance_Gần,1,Marketing,4,Female,39,2,2,JobRole_Sales Executive,2,Divorced,Income_Cao,5k-10k,11866,1,Yes,14,3,1,2,7,2,3,Tenure_Gắn bó,7,1,7.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Non-Travel,746,Department_Sales,Distance_Gần,3,Life Sciences,4,Male,61,3,2,JobRole_Sales Executive,3,Married,Income_Trung bình,Upto 5k,16928,1,No,14,3,1,1,4,3,2,Tenure_Gắn bó,3,0,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1283,Department_Research & Development,Distance_Xa,3,Life Sciences,4,Male,54,3,1,JobRole_Research Scientist,4,Single,Income_Thấp,Upto 5k,18168,9,No,16,3,4,0,6,4,3,Tenure_Mới,2,1,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,986,Department_Research & Development,Distance_Gần,4,Medical,2,Male,93,2,3,JobRole_Research Director,3,Married,Income_Cao,10k-15k,21526,1,No,18,3,3,0,10,2,3,Tenure_Lão làng,2,0,7.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,408,Department_Research & Development,Distance_Xa,5,Technical Degree,3,Female,71,2,1,JobRole_Research Scientist,2,Married,Income_Thấp,Upto 5k,18300,5,No,16,3,2,0,6,2,4,Tenure_Mới,2,1,1.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,232,Department_Research & Development,Distance_Vừa,3,Technical Degree,4,Male,34,3,2,JobRole_Manufacturing Director,4,Divorced,Income_Trung bình,Upto 5k,22645,4,No,12,3,2,2,8,2,4,Tenure_Mới,2,1,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1176,Department_Sales,Distance_Gần,2,Medical,2,Female,62,3,2,JobRole_Sales Executive,3,Married,Income_Trung bình,5k-10k,3487,1,No,14,3,1,1,6,5,2,Tenure_Gắn bó,0,1,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,806,Department_Research & Development,Distance_Gần,4,Life Sciences,2,Male,76,1,1,JobRole_Research Scientist,4,Divorced,Income_Thấp,Upto 5k,18959,1,No,18,3,4,1,10,5,3,Tenure_Lão làng,7,2,8.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1396,Department_Sales,Distance_Gần,3,Life Sciences,3,Male,99,3,1,JobRole_Sales Representative,3,Single,Income_Thấp,Upto 5k,2755,1,No,11,3,3,0,1,6,3,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1090,Department_Sales,Distance_Gần,3,Marketing,4,Male,83,3,1,JobRole_Sales Representative,2,Divorced,Income_Thấp,Upto 5k,17967,1,No,14,3,4,2,2,2,3,Tenure_Mới,2,2,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,657,Department_Research & Development,Distance_Xa,3,Medical,2,Female,66,3,2,JobRole_Healthcare Representative,3,Married,Income_Trung bình,Upto 5k,25549,4,No,12,3,1,1,11,3,2,Tenure_Lão làng,7,1,1.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,805,Department_Research & Development,Distance_Gần,2,Life Sciences,2,Female,36,2,1,JobRole_Laboratory Technician,1,Married,Income_Thấp,Upto 5k,6689,1,Yes,11,3,4,1,1,1,3,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1252,Department_Research & Development,Distance_Xa,2,Life Sciences,3,Male,81,4,1,JobRole_Research Scientist,3,Married,Income_Thấp,Upto 5k,23779,1,No,24,4,3,1,10,3,3,Tenure_Lão làng,7,0,7.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,341,Department_Sales,Distance_Gần,3,Medical,2,Female,48,2,1,JobRole_Sales Representative,3,Divorced,Income_Thấp,Upto 5k,23522,6,Yes,19,3,3,3,5,3,3,Tenure_Mới,2,0,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1086,Department_Research & Development,Distance_Gần,1,Medical,1,Female,62,2,1,JobRole_Laboratory Technician,4,Divorced,Income_Thấp,Upto 5k,6054,6,No,14,3,3,3,8,5,3,Tenure_Gắn bó,3,0,3.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,1404,Department_Sales,Distance_Xa,3,Technical Degree,3,Female,84,3,1,JobRole_Sales Representative,4,Married,Income_Thấp,Upto 5k,18203,1,No,15,3,2,1,3,5,3,Tenure_Mới,1,0,2.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,906,Department_Research & Development,Distance_Gần,3,Life Sciences,4,Female,92,2,1,JobRole_Research Scientist,1,Single,Income_Thấp,Upto 5k,11479,6,Yes,20,4,3,0,3,5,3,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1107,Department_Research & Development,Distance_Xa,4,Life Sciences,3,Female,93,3,1,JobRole_Research Scientist,4,Divorced,Income_Thấp,Upto 5k,26968,4,No,22,4,1,1,11,1,3,Tenure_Gắn bó,5,1,7.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,490,Department_Research & Development,Distance_Gần,3,Life Sciences,4,Female,61,3,1,JobRole_Research Scientist,2,Divorced,Income_Thấp,Upto 5k,17940,0,No,14,3,4,2,8,2,2,Tenure_Gắn bó,5,1,1.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,718,Department_Research & Development,Distance_Gần,1,Medical,2,Male,79,2,2,JobRole_Manufacturing Director,4,Married,Income_Trung bình,5k-10k,17689,1,Yes,15,3,3,1,10,2,2,Tenure_Lão làng,7,1,2.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,408,Department_Sales,Distance_Xa,1,Life Sciences,4,Female,45,2,3,JobRole_Sales Executive,1,Married,Income_Cao,5k-10k,11162,1,No,13,3,1,1,11,3,1,Tenure_Lão làng,8,3,10.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1401,Department_Research & Development,Distance_Gần,1,Medical,2,Female,54,3,1,JobRole_Laboratory Technician,4,Married,Income_Thấp,Upto 5k,26342,1,No,13,3,1,1,10,5,3,Tenure_Lão làng,8,0,8.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,942,Department_Research & Development,Distance_Vừa,1,Life Sciences,2,Female,69,1,1,JobRole_Research Scientist,4,Married,Income_Thấp,Upto 5k,26933,0,Yes,18,3,1,1,6,2,2,Tenure_Gắn bó,4,1,3.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1010,Department_Research & Development,Distance_Gần,3,Life Sciences,1,Female,97,3,1,JobRole_Research Scientist,4,Divorced,Income_Trung bình,Upto 5k,5598,1,No,15,3,1,3,3,5,3,Tenure_Mới,2,1,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1329,Department_Research & Development,Distance_Gần,3,Life Sciences,3,Male,82,3,2,JobRole_Healthcare Representative,4,Divorced,Income_Cao,5k-10k,4204,1,Yes,11,3,2,2,6,2,3,Tenure_Gắn bó,0,1,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,694,Department_Research & Development,Distance_Gần,3,Life Sciences,4,Female,87,2,4,JobRole_Research Director,4,Divorced,Income_Cao,15k+,3423,3,No,14,3,2,2,9,2,2,Tenure_Gắn bó,7,1,7.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,806,Department_Research & Development,Distance_Gần,3,Technical Degree,2,Female,39,3,1,JobRole_Laboratory Technician,3,Divorced,Income_Thấp,Upto 5k,17285,3,Yes,13,3,1,2,10,2,3,Tenure_Gắn bó,7,7,7.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,332,Department_Human Resources,Distance_Vừa,3,Other,2,Male,51,2,3,JobRole_Human Resources,1,Single,Income_Cao,5k-10k,9769,1,No,13,3,1,0,10,3,2,Tenure_Lão làng,9,0,9.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Frequently,337,Department_Research & Development,Distance_Vừa,1,Other,3,Female,84,3,3,JobRole_Healthcare Representative,4,Single,Income_Cao,5k-10k,22930,0,Yes,12,3,1,0,9,1,3,Tenure_Lão làng,7,7,7.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Frequently,115,Department_Sales,Distance_Vừa,3,Technical Degree,1,Female,51,3,2,JobRole_Sales Executive,2,Single,Income_Trung bình,5k-10k,17485,5,No,11,3,1,0,7,4,1,Tenure_Gắn bó,3,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1246,Department_Sales,Distance_Vừa,3,Life Sciences,3,Male,77,2,2,JobRole_Sales Executive,3,Divorced,Income_Cao,5k-10k,23757,1,No,14,3,3,2,10,3,3,Tenure_Lão làng,7,0,4.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,410,Department_Research & Development,Distance_Gần,1,Life Sciences,4,Female,97,3,1,JobRole_Laboratory Technician,2,Married,Income_Thấp,Upto 5k,4668,0,No,13,3,3,3,4,3,3,Tenure_Mới,2,0,2.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,224,Department_Research & Development,Distance_Gần,4,Technical Degree,1,Male,100,2,1,JobRole_Research Scientist,1,Single,Income_Thấp,Upto 5k,7568,6,No,13,3,3,0,11,2,1,Tenure_Lão làng,7,0,7.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,441,Department_Research & Development,Distance_Gần,1,Other,3,Female,39,1,2,JobRole_Healthcare Representative,1,Married,Income_Cao,5k-10k,7288,3,No,13,3,3,1,9,3,3,Tenure_Gắn bó,7,0,7.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,598,Department_Research & Development,Distance_Gần,3,Life Sciences,3,Male,91,4,1,JobRole_Research Scientist,3,Married,Income_Thấp,Upto 5k,22376,6,No,18,3,1,2,5,2,2,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1370,Department_Research & Development,Distance_Gần,1,Medical,2,Male,87,3,1,JobRole_Laboratory Technician,1,Single,Income_Trung bình,Upto 5k,16213,1,Yes,18,3,4,0,10,3,3,Tenure_Lão làng,9,1,5.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,995,Department_Research & Development,Distance_Gần,1,Life Sciences,1,Male,87,3,2,JobRole_Healthcare Representative,4,Divorced,Income_Cao,5k-10k,24483,1,No,19,3,4,1,6,0,4,Tenure_Gắn bó,4,1,3.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,469,Department_Sales,Distance_Gần,3,Medical,3,Male,42,2,2,JobRole_Sales Executive,3,Single,Income_Trung bình,5k-10k,23413,9,No,11,3,3,0,8,2,3,Tenure_Gắn bó,2,1,4.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,991,Department_Sales,Distance_Gần,3,Medical,1,Male,43,2,2,JobRole_Sales Executive,2,Divorced,Income_Trung bình,Upto 5k,3356,1,Yes,13,3,2,1,10,3,2,Tenure_Lão làng,0,0,9.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1082,Department_Research & Development,Distance_Gần,4,Medical,4,Female,43,3,1,JobRole_Laboratory Technician,3,Married,Income_Thấp,Upto 5k,25412,9,No,17,3,3,1,9,2,3,Tenure_Gắn bó,3,1,2.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,428,Department_Sales,Distance_Gần,3,Marketing,2,Female,52,1,1,JobRole_Sales Representative,2,Single,Income_Thấp,Upto 5k,14630,1,No,13,3,3,0,2,3,3,Tenure_Mới,2,2,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,461,Department_Research & Development,Distance_Gần,3,Life Sciences,4,Male,70,4,2,JobRole_Healthcare Representative,3,Single,Income_Trung bình,5k-10k,23060,8,Yes,12,3,4,0,10,5,4,Tenure_Mới,2,0,2.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Rarely,590,Department_Research & Development,Distance_Gần,3,Technical Degree,4,Female,91,2,1,JobRole_Research Scientist,1,Divorced,Income_Thấp,Upto 5k,10007,1,No,13,3,3,1,1,2,3,Tenure_Mới,0,0,0.0
Age_Trẻ,26-35,Status_Leave,BusinessTravel_Travel_Rarely,350,Department_Human Resources,Distance_Vừa,3,Human Resources,1,Male,56,2,1,JobRole_Human Resources,1,Divorced,Income_Thấp,Upto 5k,3157,4,Yes,15,3,4,3,4,3,3,Tenure_Mới,2,2,0.0
Age_Trẻ,26-35,Status_Stay,BusinessTravel_Travel_Frequently,574,Department_Research & Development,Distance_Xa,1,Medical,4,Male,40,3,1,JobRole_Laboratory Technician,4,Married,Income_Trung bình,Upto 5k,7003,1,No,13,3,2,0,11,3,4,Tenure_Lão làng,8,3,10.0
